,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
MVK,-0.018222728,-0.931414746,-0.490401528,1.150022605,-0.035577415,-0.707240797,0.369062655,-0.812185599,-0.173520638,-0.666224543,-0.502298001,-0.564122413,0.140101924,-0.640446333,-0.445487325,-1.094274163,0.298466007,0.868880845,-1.106266762,-0.656582963,0.216724093,-0.112473551,-0.137106477,0.702787407,0.244321183,-0.206389638,-0.002846445,-0.271503101
GBE1,0.388064812,0.358378202,0.022863474,-0.127799861,-0.157724781,-0.239500564,-0.025169222,0.044433405,0.090848356,0.014039,0.291758299,-0.729671418,0.063727157,0.279593458,-0.666104861,-0.421684005,-0.13545336,-0.386124978,-0.490339993,-0.450146759,0.005112032,-0.161551835,0.055175086,0.116153225,-0.008637841,-0.415179337,-0.204150532,-0.423616848
EIF4G1,0.670383341,-0.95123501,0.398241721,-0.706224468,-0.456122778,-1.043276564,0.132154011,0.191016089,-0.002993218,0.542407065,0.532163948,-0.011204962,-0.302503662,-0.215505733,-0.258757281,-0.543255887,0.094669773,-0.330427474,-0.131206991,-0.267585398,-0.264255255,0.234881712,0.446547389,0.409050199,-1.190688522,-0.787443647,-0.670286209,-0.210199256
GLO1,0.004232848,-0.341443517,-0.099281111,0.680589358,0.185465898,0.629097329,-0.158810777,0.119741607,0.025844265,0.333574672,-0.004245304,0.392621102,-0.867515158,-0.402226278,0.287607048,-0.030862708,0.237671001,-0.435677468,0.935570967,0.952131685,0.025601652,0.599821567,0.254999291,0.216484482,-0.722498871,0.670198191,-0.218544151,0.086657069
SSBP1,0.018230803,0.015432617,-0.024286528,0.121183571,-0.084736087,0.080702461,-0.49956108,-0.313709199,-0.634450704,-0.002618619,0.399683299,0.564326583,-0.52286112,-0.144160383,0.359991392,-0.024780366,-0.408148631,0.1655639,0.006289238,0.108035806,0.213332771,0.312611822,0.096898972,-0.067545675,0.431601182,-0.05424632,-0.086731318,0.09013063
YWHAH,-0.503544162,0.077126299,-0.124291438,-0.100046908,-0.456147276,-0.251150928,0.041378275,0.058744896,-0.160564554,-0.204184486,-0.000738669,0.269249121,0,-0.176295541,-0.197137355,-0.1222073,-0.244325047,-0.105985799,0.212795763,-0.198861542,-0.265677007,0.267251263,0.217362215,-0.080631868,0.525498426,0.318015782,-0.751789988,-0.579667121
EEF1A2,-0.905004259,0.179925993,-0.090591775,0.079730866,-1.78753636,-0.341881437,-0.041965599,0.426188857,-2.066554797,NA,0.837574468,-0.42119215,-0.234829237,-0.074909996,1.061379919,-0.364920047,-0.238061933,0.561649003,0.142349451,-0.669132671,0.461006254,0.412458661,0.063311388,0.151906128,-0.803900957,0.319033212,0.047620763,0.714320221
ZP2,0.087087559,0.776831698,0.308406606,0.334677299,0.513916713,0.33545729,0.130058077,-0.030212585,0.135630898,0.016262033,0.247330822,-0.234357437,-0.144902887,0.250637652,0.76048687,-0.079278658,-1.221660758,0.314590748,0.375669494,0.265839536,0.25090641,0.079727845,0.050988286,0.17704469,0.253297199,0.820863456,-0.083916641,0.162770782
ITIH3,2.078920646,0.610741654,-0.685400592,-0.964160082,1.756992616,0.657694389,1.164049295,0.552035631,0.54204417,1.184360593,-0.195026197,-1.608566058,0.667505299,0.510492137,3.30273951,0.996405884,-0.5626847,2.052176435,0.507889969,1.597446514,1.932942236,-1.042864006,-0.268490978,-0.938239961,1.758541184,-0.535433702,0.594517959,2.208500527
PPAT,-0.661636112,0.133559675,-0.652530787,-0.027100392,-0.734230066,0.471306058,-0.26714757,0.445501666,0.194521146,0.49016208,-0.095415213,-0.520146217,-0.350776368,-0.244926251,0.183223792,-0.052369961,0.591595855,-0.05537775,-0.471104319,0.075693358,-0.128337588,0.065477995,0.096816773,-0.317909479,-0.849605925,-0.359708559,0.001857487,0.071193456
TYRO3,NA,0.743305254,-0.174756184,0.098287807,-0.291397584,-0.288212594,-0.304859681,-0.158457957,-0.290817586,-0.008925543,0.595340276,0.336437198,0.281222456,-1.070614881,0.689707464,-0.597139697,-2.145185241,0.923821812,0.718549495,1.067731496,0.027828882,0.624762552,0.692003019,0.806322143,-0.738730771,-0.060843984,-0.44474567,-0.291480489
PRDX1,-0.215128578,0.420615065,0.159300524,0.347060567,0.31951977,0.433272935,0.447998746,0.484903673,-0.492727815,-0.038521449,-0.789057494,0.673834355,-0.016560615,0.634587443,0.343058903,-0.469371212,0.369543914,0.898813783,0.635487025,0.524451439,0.121947815,0.193564333,-0.36106767,-0.239831328,0.196690274,-0.262987354,-0.010713941,0.819520192
RPL18,-1.032409157,-0.219930023,0.180113086,-0.52035345,-0.183106442,-0.257454967,-0.600030124,-0.470009582,-0.097290321,-0.334241794,0.301437403,-0.528855989,-0.673963926,-0.051443754,0.010908724,0.044409758,-0.773668791,-0.659348267,-0.176661084,0.011894739,-0.05298493,0.126113592,-0.143511085,-0.113507479,0.18083147,-0.810106568,-0.601348269,-0.777829862
C1QBP,-0.467615077,-0.187522115,0.208397765,-0.008556516,0.148767708,0.115795901,-0.05344976,0.315113134,0.952448004,-0.231620297,-0.091709334,0.392936524,0.683993502,0.21561492,0,0.578193888,0.301906467,0.504474246,-0.032551894,-0.035757284,0.632519281,0.130686268,0.409138989,-0.055986616,0.413776313,0.176861304,-0.181882041,-0.746595187
KLC1,-1.885598364,0.50786774,0.523387267,-0.145261635,-0.212286987,-0.021195522,-1.703273722,0.387683957,-0.635039509,NA,0.778038586,-0.703862682,NA,0.84370748,0.099109324,0.80376187,-0.663846906,-1.076966291,0.522010254,0.24426413,0.269020215,-0.393847651,1.286842006,-1.35889783,0.514155795,0.02077075,0.454130427,0.718187157
ARHGAP1,-0.703521181,0.361037461,0.096596732,-0.608659524,-0.208007951,0.135905514,-0.287709108,0.058674222,1.32675872,-0.518368183,0.490687181,-0.122159955,0.526899644,0.230815277,-0.82048319,-0.368696486,0.561109616,-0.581585135,0.342884789,0.302641299,-0.261521179,-0.464634598,0.473139691,0.116907997,0.277149422,0.430261192,0.050215843,0.151162669
CRYZ,-0.41308622,0.403480677,0.07183432,-0.272819014,0.076887662,-1.41282986,-0.073054202,0.160208869,0.080115291,-0.358328418,0.298670164,0.047597621,-1.117849353,0.373661578,0.582051308,0.491463648,0.266905915,-0.22179725,0.601061015,0.571627188,0.217361255,0.217139835,0.028010276,0.233958424,0.153617378,0.554023953,0.168379127,0.481880212
MFGE8,-0.381200754,0.911630625,0.603375056,-0.091622188,0.133424367,0.612205475,0.359379693,0.121551012,-0.461393457,-0.173068302,0.060569008,0.215319375,-0.62273837,0.612877968,0.343943541,0.648568073,-0.55025152,1.042004028,0.085206339,0.200717932,-0.139111133,0.806403203,0.833722911,0.745898396,0.070088903,1.014584899,0.034711174,-0.027230989
CD47,0.618771599,1.152289997,-0.65549254,-0.273681906,-0.452083372,-0.310503351,0.478661111,0.107929515,-0.128477531,NA,-0.77051786,-0.545371438,-1.707065923,0.700820308,0.862665895,0.286971338,-0.664636341,0.155825856,0.426769132,0.158475458,-1.138969025,0.100633188,0.033009951,-0.007125839,0.153431263,-1.758963364,-0.197881415,1.212195823
RBBP4,-2.108513467,-1.323998883,2.156664646,0.384737019,0.433304966,0.941642728,0.336355943,-0.693375923,0.578046963,0.442686723,0.626608305,1.857669681,-1.057302169,1.511217047,2.104048097,2.41835604,0.345390631,-0.002611965,0.129913668,0.592927496,0.14481772,0.826679433,-1.585586625,2.090997847,-1.05712364,-0.806234846,0.466976388,0.554900545
GALNT2,-1.157834179,-1.429818944,-1.611256193,-0.127932316,-0.406943649,-0.711410735,0.097631527,0.262794849,NA,-0.642267618,0.197668846,0.834885597,0.810771149,0.169497611,-0.828442559,0.34550385,0.491198306,-0.66016868,-1.194530926,-2.122931417,-0.965513778,-0.950500093,1.093784292,-0.261900165,-1.331883044,0.64580309,-0.504384725,-0.759180568
AP1B1,0.959300478,0.160875337,0.685397151,0.033547609,0.360084988,0.099367794,-0.247073683,0.430259546,-0.540076455,NA,-0.332918898,0,-0.1848234,0.607060052,-0.539594464,-0.312191573,0.035624624,-0.396801067,-0.204886403,-0.8809397,-0.09236413,-0.732945952,0.297656023,-0.426494722,-0.275507427,-0.194708807,-0.249897255,-0.311060087
PMPCA,0.14536369,0.9322741,0.147960117,-0.826812102,NA,-0.223246037,-0.212170513,0.249926104,-0.017886523,NA,-0.329635912,-0.086698377,0.93543309,-0.035937341,NA,-0.320420401,-0.75894134,-0.136571932,-2.616557459,NA,0.404380404,0.358336537,-0.400913042,-0.604473203,0.573498563,-1.19574669,-0.355970835,-0.50902466
KIF1A,-1.462195581,-1.369401892,0.789284322,0.270544569,1.180496771,-0.21538497,NA,1.354694917,1.120783552,0.678907148,-1.196425436,0.608430789,-1.228101227,-2.570846337,NA,0.280523318,0.611288489,-0.055527156,NA,-0.28246818,1.454841927,1.068399949,-0.057920459,-2.444059325,1.335240684,-0.41980877,-0.498565058,1.980447909
SCRN1,0.046937721,-0.430850769,-2.623906129,-1.047472552,0.656691169,-1.910426208,-1.573279098,0.483573746,-0.105708643,0.068433962,0.587434141,NA,-0.635233591,-0.561308479,-2.891811001,-0.57920757,0.677787248,-0.570698886,0.10660651,0.795126663,-0.789990176,-1.164490877,0.34118419,0.942902871,0.368598124,0.330760963,0.579906041,-1.413409843
ZP4,-0.914058633,0.508868939,-0.071004703,-0.025991681,-0.256041497,0.064492625,0.060634354,-0.090579219,0.254792818,0.806755806,-0.303816091,-0.121441237,-0.766593635,0.272371514,0.62691981,-0.247792464,-0.110903609,0.014550027,0.52024599,0.811736842,0.171522266,0.956146253,0.871258623,0.146353078,-0.027457523,0.460997199,0.105062525,1.126625992
STX4,0.890706096,0.777939973,-0.518508122,-0.935968015,-0.997411509,-0.404494328,0.313496406,0.494209477,NA,0.038065116,-1.494727969,0,0.319123418,-0.322302615,1.283611846,-0.518521269,0.171332779,-1.38303702,-0.27738114,0.996992272,0.115791732,1.015226379,0.36201804,0.952676804,0.043600189,-1.815840651,0.105137269,0.282936786
GRSF1,0.728341932,0.50629343,-1.190406757,-0.57151031,-1.428535134,-1.426681701,-0.784550707,0.504485866,0.439301313,NA,-0.498973687,-0.266235814,0.045322424,0.266628894,-0.282636124,0.107505284,0.528491273,0.636658197,-0.714632722,-1.543708669,-0.506772941,-0.784777574,0.97909081,-1.320544728,-0.326773533,-0.878775871,-1.523463434,-0.037165157
CDH17,-1.906166297,-0.280971987,-1.294747152,-0.33062994,-0.518144335,NA,2.351662337,-0.333464857,-1.397615369,2.362150257,-0.771092345,NA,-0.775291931,-0.519365995,NA,0.276168387,1.23066587,-0.606041334,-0.50582198,1.54869443,-0.27479618,1.00764215,-0.275092866,0.989697344,-0.810052795,-1.086581642,0.925283301,NA
AIMP1,-2.329005279,0.252842715,-0.209574108,-0.243784584,0.057107694,-0.754771783,0.60702356,-0.521347104,0.463592365,0.514491448,-0.119575575,0.313768288,-0.343537401,-0.117613397,-0.008149046,-0.509123722,0.286836206,-0.736406326,0.466539617,0.770825108,-0.528838211,-0.194337816,0.240545673,0.079179184,-1.875268198,0.16524161,-0.763378975,0.469837234
LMAN2,-0.453668947,-0.228776577,0.353874653,0.100543911,0.488154642,0.216824714,0.162994128,-0.114203995,-0.285169182,-1.075282994,0.04066084,-0.835307352,0.425200073,0.169016748,0.022585506,0.909446395,-0.129078145,0.357645641,-0.133609434,0.468613403,0.488806675,-0.171390045,-0.068546546,0.699179442,0.661755563,0.06501919,0.641618664,0.686540512
TRAP1,0.211309657,-0.086883532,0.40212622,-0.024442508,0.248050582,0.38448583,0.214210969,0.297146352,0,-0.361162945,0.423999138,-0.36314474,-0.112676046,0.115148857,-0.026060475,0.131102877,-0.020411957,0.088336041,-0.043117042,-0.318060518,0.193898069,-0.004701943,-0.330400966,-0.255627256,0.191426717,-0.069748757,-0.536793202,-0.327835782
TRAF2,NA,0.72556474,-0.23957593,-0.75078855,-0.435877626,-1.04558569,0.289018123,-0.50373025,-0.803014357,NA,-0.46056963,0.148737644,-1.016468168,-0.431826905,-0.200210627,-0.486674506,-0.171486276,-0.394350556,-0.778598693,-0.853748656,-0.496464631,0.886979768,0.603303146,0.385245013,0.772128227,0.07013406,0.248492151,-1.800211729
ECH1,-0.321641319,0.190292917,0.526987231,-0.051455074,0.313577548,0.076367704,0.170059454,0.369607677,-0.26697488,0.587601353,0.20397797,-0.081497764,-0.114417704,0.000909986,-0.02451899,0.214728321,-0.771053039,0.203943776,-0.108430688,-0.926468892,-0.281074294,-0.088498396,-0.150718217,0.381490442,-0.067889929,0.552937491,-0.288660908,0.572918819
GPS1,-0.100643251,0.028626071,-0.04184697,0.304282737,-0.416534564,-0.442616823,-0.553026637,0.089215137,0.3918435,-0.273116552,0.411842969,-0.631787011,0.263299789,0.141902456,-0.203452883,-0.021514018,0.675205134,-0.062308997,-0.045389736,-0.1245794,-0.109760986,-0.06652475,0.010044092,-0.434551638,0.265736825,0.274303342,0.176155842,-0.839857128
MTAP,NA,-0.493851501,0.087112311,-1.561384976,0.295476295,0.115889473,-0.036505095,0.760679657,0.473068182,NA,0.195283178,0.284188055,-0.152109955,0.318280645,0.629499765,0.002037031,0.314668121,-0.539546896,-0.27649274,0.423312526,0.319737456,1.408060206,0.009995279,0.679998334,-2.029531566,0.167210092,-0.894972185,-1.367636188
CALCOCO2,-0.453987401,0.660586314,0.238519035,-0.44424112,0.500427036,-0.170540156,0.3060771,0.787941186,0.804664857,1.262643428,0.946892665,-0.302307315,-0.1116954,0.053493562,-0.869645574,0.597496773,0.850281837,0.875999756,-0.077603989,0.915066989,0.517109535,0.114895825,0.476687494,-0.264771348,0.574574987,0.217625222,1.300331814,0.174661786
PAK1,0.204725557,0.198693427,-0.92750156,-0.678508349,-1.270212549,-0.375986299,-0.193316858,-0.042541357,-1.105893947,NA,0.515570549,1.22227815,-1.26921917,0.817015049,NA,-0.526624668,-0.080685392,-0.719467376,0.166772062,-0.100034149,0.881007629,-0.700105543,0.298795039,0.386783885,0.53355795,-0.090792718,-0.036094336,-0.421423652
PAK2,0.283138588,-0.039390653,-0.119810646,0.098533759,0.032837998,-0.124484905,0.294423097,0.375969141,0.141167461,-1.152454744,-0.07107079,0.49037925,0.204157523,0.513759686,0.078710172,-0.091429043,-0.444080261,-0.020642858,-0.114760602,-0.027438538,0.198312463,-0.044766676,-0.024445568,-0.192321275,-0.117050535,0.068284822,0.137672515,0.433986706
CBX3,-0.507068519,-1.805955703,-1.807864779,0.403098241,-1.707223295,NA,-1.197031298,-0.496848072,-1.381437258,-0.888594874,0.261423123,-0.540685372,NA,-0.106445467,NA,-1.014502249,-0.08416444,-1.521803363,-1.643757996,-0.576961356,-0.713596662,0.614903101,-0.144410719,NA,NA,-1.26850285,-0.065352286,-1.366019975
PSMD2,-0.329848758,-0.000147632,0.139936629,-0.359613133,0.137561359,-0.072582841,-0.065736236,0.046270626,-0.47578948,0.142331345,-0.383474584,-0.007737186,-0.309809517,0.005476399,-0.563481806,-0.00981783,-0.114193851,0.082586497,-0.248489987,-0.089558343,-0.212071728,-0.178282172,-0.765240176,-0.259124203,-0.207675746,-0.013812702,0.318011522,-0.222673399
DNAJC3,0.538837884,0.195954382,0.343810602,0.173907255,-0.040788659,0.020988587,0.225837401,-0.443460736,0.079280981,-0.550976603,-0.254918527,0.580732755,-0.072801411,0.343200698,0.288970475,0.307861742,0.341987711,0.000142613,0.00627237,-0.156554413,0.440269789,-0.719817256,-0.030296061,-0.126831821,0.101727072,-0.350494596,0.387706556,0.260696367
TRIM28,0.246987993,-0.311260272,0.176072998,-0.085233333,1.429429568,-1.194735766,-0.283996475,-0.449530247,-0.531117925,0.25921804,-0.204179473,0.469945836,-0.146140688,-0.158379415,-1.751359076,-0.343766424,-0.345578101,-1.306803512,0.151934802,-0.284495891,-0.9454575,0.476344876,0.330295907,-1.297291999,0.200522843,0.14696476,-0.494028022,0.471713981
STX3,0.039196167,-0.100089931,0.333944742,0.226695931,0.59431523,0.77925544,-0.26938406,-0.246034664,0.289326579,NA,0.184885218,0.873601822,-0.429968048,0.338554065,0.669691124,0.838508129,0.290034631,0.643599203,-0.063775073,0.350887527,-0.214971168,-0.54338902,0.946468711,0.553595953,-0.161595102,0.349498782,0.995339207,0.460048442
PABPC4,0.584563681,0.041436643,-0.318840578,-0.023160936,-0.223606802,0.023007994,-0.364283117,0.204170473,-0.251715292,-0.974780589,0.0083907,0.046810789,-0.368088346,-0.204927068,-0.341305052,-0.152233726,-0.236648174,-1.403244875,-0.105211336,-0.513649402,-0.319543856,-0.168781666,-0.529991611,-0.598273677,0.097139286,-0.611170627,-1.6674067,-0.63341292
MPP3,0.107356458,0.083825526,-1.458760287,0.63122467,-1.754777265,NA,0.7593855,0.662750494,1.157662611,0.346891885,-0.191994842,-0.107862281,1.679609228,-1.252595549,-0.165043559,0.831046355,0.223685058,-0.445210684,-0.918807657,0,-1.493180604,0.172078379,-0.790201869,0.688296025,-2.748114186,-2.050500985,-0.010929112,0.618935855
DYNC1I2,-0.00625039,0.674382247,0.258635087,0.382452994,-0.094482237,-2.574586889,-0.029256969,-0.331632571,-0.700631742,0.341881515,-0.797375503,-0.391291617,0.1873493,-0.958916615,-0.773542066,-0.387926376,-0.283041582,0.376324824,-0.629979876,0.006223427,0.297471699,-0.303416153,-1.775232148,0.679524978,0.097198035,-0.099811327,0.322422585,-0.106201746
TCOF1,-0.763349305,0.138133803,-0.0013727,0.148685798,0.107693351,-0.255374342,-0.148098928,0.050304971,0.271366457,-0.868705766,-0.037361829,0.210042702,0.29468363,0.419484527,-0.205163464,0.094697167,0.531923003,0,0.063701061,-0.201541968,-0.046005809,0.384553688,-0.062768129,0.002538051,-0.059796902,-0.303849833,0.272053526,-0.262201028
OS9,1.176748864,0.862125103,0.009463893,0.71643214,0.304727928,-0.344757528,-0.111250395,0.200731917,0.338450605,0.248960791,-0.793368335,0.221827312,-0.219366957,-0.587089882,0.461705633,0.549845252,-0.761787493,-0.195012791,-1.361124004,0.325395025,0.515943856,-0.004178159,-0.089078504,-0.415999719,-0.89176947,0.112816874,0.418012989,-0.316778522
PDAP1,0.138996377,-0.119495079,-0.452980316,-0.565996517,-0.240664967,-0.286394328,0.280718151,-0.712913723,0.072451207,0.112420948,0.154502668,0.411837658,0.131869995,-0.170103467,-0.193231914,0.124765365,0.119732194,0.182492654,0.323215943,-0.08046574,0.220759171,0.157526709,0.525968758,0.135005757,-0.097796103,0.009474892,0.046040569,-0.07239586
GPM6B,1.584529621,0.019160328,-0.319337445,-0.182093705,-0.490910491,-2.298037379,1.130062639,0.290834384,0.170301144,1.221353835,-0.398763029,-0.779806938,-0.557258862,-0.565521934,-0.064090837,-0.979325084,0.419632036,0.656664664,-0.298881602,-0.486398098,0.010010067,0.343354454,NA,1.494889934,0.1391211,0.36289624,0.46960416,-0.108066461
PICALM,NA,0.451880751,-1.15345886,0.243338658,NA,-0.182146576,0.126578222,0.19845337,0.580113817,-1.069504044,0.338334875,0.176758409,0.369504322,-0.082118048,0.21747141,-0.324670206,-0.31469822,-0.998641244,-0.409268116,-0.282600653,0.378302833,0.119230849,0.223906542,-0.362298996,0.030151768,0.541920529,-1.666175819,0.056468156
MTX1,0.136877722,-0.924143289,1.00494676,-0.72076971,0.373956849,0.166092406,-0.417032605,-0.361646034,-1.508536541,-0.220010896,-0.298673218,-0.287915582,-0.885144401,-0.616718461,-0.746100315,0.254307822,-0.932730669,0.414117645,-0.312701298,0.483512509,0.37525518,-0.131112001,-0.435049186,-0.89726274,0.691296381,-0.258494192,0.472989074,-0.054667137
ASAH1,NA,0.270276646,-0.575713955,1.01401178,0.953981785,0.496525066,0.169241341,-0.595719125,-1.357560925,1.059082508,-0.240515895,0.120772291,-0.401953867,0.981395558,0.414220303,-2.735827186,-0.008168954,0.935149432,1.231384633,-1.052864795,0.27008966,-1.356358269,0.825636387,0.00812296,0.092562752,-0.152714358,0.295590294,-0.247472271
PIN1,-0.352142291,0.074001313,-0.003952325,-0.569531392,-0.355136723,0.091879481,0.89786216,0.008163586,-0.233757096,-0.183262275,-0.145309495,-0.685898386,-0.243910412,-0.15996477,0.263548908,0.130086514,-0.042100625,0.624130969,-0.364431774,-0.181011476,-0.228513957,0.042671905,0.299937203,0.066551863,0.145206683,0.075272654,-0.135275471,0.096247317
DCTN2,-0.875165883,0.363315347,-0.208838379,-0.018025368,-0.455727905,-0.267258599,0.081060279,0.117098144,0.178452622,-0.101619145,0.652722111,0.440969358,0.376816918,-0.070236949,-0.206105018,0.443426457,0.267586257,-0.40294276,-0.240135035,0.460387414,-0.063727005,0.067852698,0.027660661,0.166643912,-0.285877566,-0.086648301,-0.061299707,-0.10699232
MTMR3,-0.269930581,0.043012086,-0.227798648,-0.02576661,-0.204975556,-0.202662171,0.420641807,0,-0.079934264,0.086843161,-0.399919022,-0.336225688,0.560290793,-0.15619122,-0.632608508,0.004489416,-0.572582482,-0.153243325,-0.029934746,-0.462027048,0.151367558,0.47380414,-0.209785005,0.384946979,-0.506265488,0.193772809,-0.245575853,-0.137518421
CUL1,-0.685633561,-1.156802782,0.012234393,0.361823608,-0.206957896,-0.552208864,-0.035435491,0.111701165,0.012921456,0.766573565,-0.009121538,-1.55339204,-0.53985046,-0.234970429,1.743825249,0.90396417,-0.915164647,0.522441616,0.313668432,-0.130575838,-0.075739563,-0.406258998,0.139692427,0.233642794,-0.50628302,0.26325258,-0.185401379,-0.591317984
