,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
HSPG2,NA,0.499807007,1.221948641,0.174053152,-0.155524976,0.486150344,0.797516411,1.308783365,-0.30290437,-0.127784272,0.697342364,1.199756274,-1.436773255,-0.599133689,0.190750037,0.285741222,0.268743223,-0.364474795,-0.120591969,-0.556765674,0.860320173,0.363385903,0.527674846,1.344120241,1.291569003
ATP2C1,NA,-1.343320432,0.188040447,-0.040990012,NA,-0.370896407,0.170173212,-0.763258169,0.828931747,0.063069132,-0.305385394,-1.168975993,-0.724838862,NA,0.3679412,NA,0.229554117,-0.894768495,-0.281134366,NA,0.610341592,0.009252078,-0.605833717,-0.267676382,0.243552243
CYCS,0.45345535,0.272258512,0.039060695,-0.439809407,0.259277595,-0.458700325,0.089678866,0.248774245,-0.065298386,-0.181704823,-0.056073078,0.359510969,0.130209027,0.258720581,0.200146244,0.247214614,-0.004126321,0.27605055,-0.534252416,4.49E-05,-0.558949142,0.14439737,0.742952479,0.144027913,0.106702342
PITPNA,-0.184921461,0.167112442,-0.252611881,0.307203358,0.155302865,-1.44535137,-0.200680263,-0.365623188,0.040623338,0.221326558,-0.557321019,-0.307085522,0.37483038,0.199517125,0.620800113,0.749659003,0.454207124,-0.044119723,-0.263388052,0.480381846,-0.56926281,0.051421673,-0.080987446,0.643921149,0.521299049
MAT1A,1.739688889,1.332863702,-2.233002205,-1.00198549,-5.210170254,-2.03256413,1.260720789,-0.441556693,1.494353835,-4.366254132,-1.175189812,1.294260274,-0.844400319,1.750232848,-0.410534173,-0.41701084,NA,0.268343877,-4.090602353,0.472602598,0.234638942,1.83981222,0.58147304,-2.217517602,-0.474462738
SLC25A3,0.567935568,0.242347397,0.130433591,0.620049641,-0.329052432,0.704707583,0.438364519,-0.030264831,-0.071183761,0.619566629,0.523807472,0.423142002,-0.187032722,0.143463592,0.124891134,-0.533125412,-0.169758937,0.151171418,-0.729876034,0.26214991,0.012992958,-0.011512962,0.649578115,0.343765248,-0.070036675
CDK5,-0.264854247,0.07519267,-0.032073396,-0.464462098,-0.044351399,0.088308447,-0.024628484,0,-0.009491862,-0.238857689,0.14030747,0.105212047,-0.034152772,0.132766331,0.107919673,0.258321434,0.235619699,0.150923802,-0.321690147,-0.146026492,-0.214780442,-0.054266276,0.488147611,-0.017655808,-0.118723865
CLTC,-0.726851885,-0.240481673,-0.135235463,-0.213781536,-0.552643869,-0.112366862,-7.30E-05,0.005819579,-0.159947316,-0.223229615,0.260630351,0.009583783,0.092952772,0.12458499,0.174374967,0.478058917,0.042653801,-0.182959889,-0.189721875,0.032060167,-0.073853559,0.210571151,0.127591208,0.075697177,-0.346586229
FKBP3,-0.634792027,-0.28942473,-0.445969028,0.712198301,0.077916843,NA,0.195330298,-0.423397901,-0.115533854,-0.451038957,-0.612188102,-0.558911007,0.460664126,0.002752157,-0.279738807,-0.595098519,-0.585602755,-0.356938463,0.246098519,-0.003885995,0.395188376,-0.892167018,-0.049576646,-0.288027567,0.24901213
REEP5,-1.320407693,0.465498189,-0.208820519,-0.105071559,-0.179424853,0.600924026,0.087077631,0.747586666,NA,-0.530695804,0.173148751,0.041267237,-0.148440864,0.15047835,0.388090941,-1.329048715,-0.419922921,0.278000307,0.385228634,1.461835499,-0.940261683,0.075312702,-0.215818362,0.009553146,-1.624403226
AMPD2,NA,0.047202951,2.175175786,-0.837989045,0.174923357,NA,1.080007484,-0.131211512,0.657271309,-1.969868253,-3.036888424,-1.440747753,-0.815226103,-0.36712914,-0.581498479,0.266142809,0.65146449,-1.560463042,-0.483846951,1.135954697,-0.459924046,0.422235086,0.26253435,1.124486107,-0.125253068
FABP5,0.338307934,-0.418863037,-0.414176448,0.124194003,0.263957002,NA,-1.022758151,-0.734005738,-1.004473825,-1.146765538,-1.678769031,0.366866793,0.137651862,0,-0.915328022,0.124109759,0.305055085,-0.26894248,1.751117207,-1.857063935,0.812473512,NA,0.051050421,-1.09139941,-0.496160037
CAP1,-0.03339609,0.218910786,0.119615198,0.233324897,-0.127622325,0.957205048,0.315232294,-0.212459823,0.172865007,-0.067212022,-0.000656215,-0.062885811,0.124163285,0.300360901,0.553774524,0.410337269,-0.096268443,-0.042182859,-0.549854353,0.094602563,-0.833186697,-0.197420099,-0.124901859,-0.336879318,-0.31649801
OGDH,0,0.453086238,-0.159213813,-0.230575021,0.02382345,0.436536563,-0.125887637,-0.496806294,-0.320252632,0.328031335,0.167102906,0.282863074,-0.658669728,0.10946246,0.333083798,0.024820616,-0.049443591,0.531240784,-0.276151107,-0.016707263,-0.408787903,0.054880495,-0.320747382,-0.345160375,0.0757733
CENPE,0.760067463,-0.058601219,0,NA,NA,NA,-0.863686832,-1.234326316,-0.195619785,0.140655355,0.155294819,0.411198486,-0.002875352,0.013828043,-0.951151158,0.300591429,-0.240517721,NA,1.042252671,0.356038121,0.713668729,1.129489936,0.315893404,-0.626405111,NA
ALDH6A1,0.109614384,0.297522054,-0.09576709,0.426500837,-0.48309967,0.165035367,-0.245333466,-0.879725395,-0.05433309,0.443726768,-0.30292909,-0.912911311,0.301262902,0.562299931,-0.318795896,-0.022960115,0.401545501,0.172843641,-0.843983597,0.242639122,0.410082444,-0.344763891,0.352742173,0.375240233,0.183149441
MAP2K1,-1.26357448,-0.206916737,-1.807804626,-0.081810747,-0.970095865,-2.27510957,-1.522120458,-1.01615846,-1.535581871,-1.547825794,-1.289915732,-0.88253561,-1.243499488,-1.824085004,0.605292347,0.818116662,0.200481382,-0.101593091,0.077326628,0.636700923,0.695189577,0.262256163,-0.879899462,-0.042701398,-0.329013615
FKBP4,-0.381708475,0.242514006,0.105300006,-0.02646518,0.133123678,-1.619231765,0.184662454,-0.113729985,-0.027106121,-0.192091522,0.110443467,-0.548264074,0.031062988,-0.05063779,-0.24774863,-0.201966469,-0.034986707,-0.185320965,0.073477943,-0.525791114,0.13037336,-0.197621344,0.174611246,-0.373455887,-0.728364519
NUCB1,-1.062826435,0.230600757,-1.205246605,0.438867861,0.835927686,0.035018862,-0.154283488,0.808994504,-0.138372371,-0.263458606,0.980212023,0.283548729,1.013926492,0,0.29765638,NA,-1.510915585,-0.060729808,-0.643174751,-0.582608296,0.109083496,-0.826721774,-1.065696179,-0.476607816,-0.1106758
RPL6,-0.799516044,-0.368279026,-0.646819435,-0.245194806,0.442394616,0.85337161,0.894750698,0.391078221,0.221334491,-0.1928459,0.052693223,-0.096093306,1.099209358,-0.332390368,-0.090425617,0.642175842,-0.351308819,0.213159336,-0.517128128,0.282620206,-0.790572431,-1.047146721,-0.006071473,0.214180201,0
SLC25A11,NA,0.383597208,0.026977372,-0.473175846,-0.021311342,0.865461725,0.02100111,0.70786055,-0.248994593,-0.08463799,0.281587024,-0.645854462,-0.888956596,-0.177721598,0.263295178,0.046933002,-0.477940373,0.418448937,-0.598063003,-0.065483532,0.446898289,0.450699954,0.433305412,0.297255664,0.420014383
MVK,-0.643532966,0.583255566,-0.070420241,0.705903293,0.017889844,0.153593354,0.615117703,-0.36485784,1.520724459,-0.143038176,-0.581187762,-0.558572009,-0.110630429,-0.823832937,0.868880845,-1.106266762,-0.656582963,0.216724093,-0.112473551,-0.137106477,0.702787407,0.244321183,-0.206389638,-0.002846445,-0.271503101
GBE1,0.764204424,0.003078606,0.021425618,0.170340175,0.070115271,NA,-0.23068417,0.195795467,0.093325127,-0.760107748,0.299230712,-0.771848526,0.287091997,-0.647566737,-0.386124978,-0.490339993,-0.450146759,0.005112032,-0.161551835,0.055175086,0.116153225,-0.008637841,-0.415179337,-0.204150532,-0.423616848
EIF4G1,1.432319964,-0.102943332,-1.023319073,0.06198128,0.232275723,0.179367307,0.26506109,-0.22322598,-0.029619995,0.379378146,-0.041500769,-0.266218296,0.177129744,0.407022251,-0.330427474,-0.131206991,-0.267585398,-0.264255255,0.234881712,0.446547389,0.409050199,-1.190688522,-0.787443647,-0.670286209,-0.210199256
GLO1,0.493776871,0.491540179,-0.368777296,-0.477217685,0.567945107,-2.340558108,-0.293271067,0.331880768,0.065835063,-0.779529936,-0.072779768,0.150660321,0.114763849,-0.156648308,-0.435677468,0.935570967,0.952131685,0.025601652,0.599821567,0.254999291,0.216484482,-0.722498871,0.670198191,-0.218544151,0.086657069
SSBP1,-0.104049524,-0.169542457,-0.267563177,0.193956584,-0.080919916,-0.042381801,0.307764666,0.206192701,0.035836524,-0.076337683,-0.307493208,0.235782031,0.466585932,0.744925702,0.1655639,0.006289238,0.108035806,0.213332771,0.312611822,0.096898972,-0.067545675,0.431601182,-0.05424632,-0.086731318,0.09013063
YWHAH,-0.194189268,0.26967473,-0.183143265,0.350173755,-0.018088083,1.701767388,0.219294866,0.246533891,0.591486696,-0.396976131,0.729928946,0.239613347,0.446039002,-0.172396708,-0.105985799,0.212795763,-0.198861542,-0.265677007,0.267251263,0.217362215,-0.080631868,0.525498426,0.318015782,-0.751789988,-0.579667121
EEF1A2,-0.051072302,0.46322041,0.036458985,0.189745783,-0.886132769,-0.770823214,0.119801181,-1.180213797,-0.729950358,-1.469437899,-0.115985446,0.926049763,-0.498792589,0.100786137,0.561649003,0.142349451,-0.669132671,0.461006254,0.412458661,0.063311388,0.151906128,-0.803900957,0.319033212,0.047620763,0.714320221
ZP2,-1.878973718,-2.112241778,-0.164785124,-0.373970004,0.58840244,-2.174990438,0.641628267,0.218142041,-0.296306005,-1.554567257,-0.24542688,0,-0.343966845,0.665192791,0.314590748,0.375669494,0.265839536,0.25090641,0.079727845,0.050988286,0.17704469,0.253297199,0.820863456,-0.083916641,0.162770782
ITIH3,-2.835760384,-0.624713397,-0.132361392,1.350420363,1.804313845,-2.281198375,-1.416821887,0.417558316,1.165751438,0.61393894,-0.68124838,2.248386463,-1.622832872,0.063376405,2.052176435,0.507889969,1.597446514,1.932942236,-1.042864006,-0.268490978,-0.938239961,1.758541184,-0.535433702,0.594517959,2.208500527
PPAT,0.367608894,0.118914201,0.484958723,-0.443942715,-0.078677766,1.406697677,0.079041863,-0.288887228,0.301996524,-0.136480695,-0.302897213,-0.452278839,-0.218273434,0.189889908,-0.05537775,-0.471104319,0.075693358,-0.128337588,0.065477995,0.096816773,-0.317909479,-0.849605925,-0.359708559,0.001857487,0.071193456
PSME1,-1.058525084,1.804135877,0.61930769,0.303341147,0.647827214,NA,0.306313666,1.412882572,-1.793918445,-1.588321774,0.140429342,1.056048407,0.42768845,0.962509246,1.177160258,-0.159769901,0.711955221,NA,1.079034317,-0.14914179,0.631827362,0.800243303,-2.071107211,NA,-0.864612809
TYRO3,-0.5836689,0.508888011,1.630142509,-0.466495984,-0.071810797,-0.63250935,0.914953518,-0.507485439,0.258813467,0.453183578,-0.184947067,0.211681977,-0.219022567,-0.256499321,0.923821812,0.718549495,1.067731496,0.027828882,0.624762552,0.692003019,0.806322143,-0.738730771,-0.060843984,-0.44474567,-0.291480489
PRDX1,0.485162562,0.845024753,-0.502669323,-0.288846767,-0.285367232,-3.817915222,-0.637646851,-0.080013045,-0.574563075,-0.579843079,-1.134570853,0.600587185,-0.038785528,0.319278738,0.898813783,0.635487025,0.524451439,0.121947815,0.193564333,-0.36106767,-0.239831328,0.196690274,-0.262987354,-0.010713941,0.819520192
RPL18,-0.781611263,-0.166101606,0.048049865,0.329102104,0.485737587,0.663525668,-0.1399082,1.004232323,0.6507316,0.346409957,0.978451309,0.18875242,0.921981212,0.316017569,-0.659348267,-0.176661084,0.011894739,-0.05298493,0.126113592,-0.143511085,-0.113507479,0.18083147,-0.810106568,-0.601348269,-0.777829862
C1QBP,-0.211463544,-0.108474866,-0.70296361,0.493361377,0.069722904,0.634879922,0.235946178,-0.023176529,0.053364972,0.96827679,-0.087524205,0.110093708,0.364380816,0.349602926,0.504474246,-0.032551894,-0.035757284,0.632519281,0.130686268,0.409138989,-0.055986616,0.413776313,0.176861304,-0.181882041,-0.746595187
KLC1,-3.92171024,-2.167620672,2.28536954,-1.285532772,-1.115765877,NA,0,0.484316882,0.904262558,-1.741785782,-0.650216415,-1.049005001,-0.200542473,-0.086382524,-1.076966291,0.522010254,0.24426413,0.269020215,-0.393847651,1.286842006,-1.35889783,0.514155795,0.02077075,0.454130427,0.718187157
ARHGAP1,-0.557159844,0.486944946,-0.102718225,0.280968338,0.227075407,-1.993844947,-0.026436715,0.59722409,-0.006082694,0.753078449,0.308257384,0.233542887,0.312546936,0.257629272,-0.581585135,0.342884789,0.302641299,-0.261521179,-0.464634598,0.473139691,0.116907997,0.277149422,0.430261192,0.050215843,0.151162669
CRYZ,-0.615752407,0.410119412,-0.332644777,-0.361936296,-0.243508349,-2.357668833,0.57259511,0.684086602,-0.442862118,-0.277384971,0.638728703,-0.383977083,0.403536085,0.224258382,-0.22179725,0.601061015,0.571627188,0.217361255,0.217139835,0.028010276,0.233958424,0.153617378,0.554023953,0.168379127,0.481880212
MFGE8,1.260379415,-2.207888907,0.737624157,-0.903063641,0.765091598,0.704057505,0.449958926,-0.728199554,0.090026942,-2.040786763,0.451706908,-0.445089244,0.178731706,1.04014962,1.042004028,0.085206339,0.200717932,-0.139111133,0.806403203,0.833722911,0.745898396,0.070088903,1.014584899,0.034711174,-0.027230989
SPOCK1,0.364528946,0.660352411,NA,1.403511174,0.220069812,-0.127039193,0.328713134,1.616678505,1.63281164,-0.105638494,0.99415997,0.379863974,0.021611798,0.744040714,-0.317943231,NA,-1.19601676,-0.021940476,-1.572333185,-1.456236507,-0.395118703,-0.074161797,-1.420240801,-0.682275801,NA
CD47,-1.585613558,-0.261134543,-0.069068125,-1.042013001,-0.844493074,0.112707257,-0.099678463,0.247881244,0.166961527,0.553345648,-0.254317936,0.581623742,-0.108621813,-0.916801782,0.155825856,0.426769132,0.158475458,-1.138969025,0.100633188,0.033009951,-0.007125839,0.153431263,-1.758963364,-0.197881415,1.212195823
RBBP4,-0.666671159,-0.4060234,NA,-0.746766269,2.522350187,NA,0.134792768,-0.151519875,0.367661455,2.532950517,-0.473477388,1.308805366,-0.053094653,2.841970615,-0.002611965,0.129913668,0.592927496,0.14481772,0.826679433,-1.585586625,2.090997847,-1.05712364,-0.806234846,0.466976388,0.554900545
GALNT2,-0.432598619,-0.113574104,-0.040104385,0.558391886,1.345202479,0.912300861,0.901474038,1.400004634,0.76259686,0.700142294,0.951638358,0.985819282,-0.582680218,0.960457923,-0.66016868,-1.194530926,-2.122931417,-0.965513778,-0.950500093,1.093784292,-0.261900165,-1.331883044,0.64580309,-0.504384725,-0.759180568
AP1B1,-0.345516425,0.525024705,-1.117946821,0.148248339,-0.911514642,1.097382616,0.098954949,-0.057233623,0.107487168,0.157750599,0.270272148,-0.784710711,-0.215584597,-0.682280772,-0.396801067,-0.204886403,-0.8809397,-0.09236413,-0.732945952,0.297656023,-0.426494722,-0.275507427,-0.194708807,-0.249897255,-0.311060087
BST2,NA,3.148638778,-1.025874684,-0.113602226,NA,0.335199716,1.829935668,0.888952697,0.326384551,-1.283674929,0.3836278,-1.444443271,NA,-0.149373378,0.268346355,0.752117796,-0.571448726,0,0.624564171,0.629053558,0.755913505,NA,0.385286292,NA,0.461674844
PMPCA,NA,0.06849023,NA,0.467223323,0.017667479,NA,0.924694461,0.88365544,0.868052167,0.987182168,-0.223671718,-1.569005177,0.956588331,0.359070599,-0.136571932,-2.616557459,NA,0.404380404,0.358336537,-0.400913042,-0.604473203,0.573498563,-1.19574669,-0.355970835,-0.50902466
SCRN1,3.287678679,-0.082954653,0.38745883,-0.096004837,0.549038894,-0.98856826,0.500953265,0.465375671,-0.567422552,NA,-0.103275883,0.864857248,-0.124694132,-0.840269354,-0.570698886,0.10660651,0.795126663,-0.789990176,-1.164490877,0.34118419,0.942902871,0.368598124,0.330760963,0.579906041,-1.413409843
ZP4,-2.961202652,-2.595319304,0.141040722,-1.402521494,0.247544593,-1.051726431,1.067356775,0.406641905,0.067669011,-1.864360903,-0.310352341,0.217896486,0.046580335,0.505434026,0.014550027,0.52024599,0.811736842,0.171522266,0.956146253,0.871258623,0.146353078,-0.027457523,0.460997199,0.105062525,1.126625992
STX4,-0.421925839,-1.46910937,1.373200229,-0.757751637,1.122283924,-0.952905341,-0.723969975,-0.405769028,0.29772854,1.119000311,-0.352648711,-1.479507214,0.181194941,-0.983546334,-1.38303702,-0.27738114,0.996992272,0.115791732,1.015226379,0.36201804,0.952676804,0.043600189,-1.815840651,0.105137269,0.282936786
GRSF1,0.498958348,-0.607906267,-0.106464781,0.307944485,-0.862021928,2.1996593,1.031199825,-0.560655023,0.285879564,0.964892465,-2.094576925,-0.794171284,-0.86650994,0.253237902,0.636658197,-0.714632722,-1.543708669,-0.506772941,-0.784777574,0.97909081,-1.320544728,-0.326773533,-0.878775871,-1.523463434,-0.037165157
CDH17,NA,-1.292547674,-1.216784238,0.649379359,-0.283682653,1.149263102,0.22198385,-0.214771057,0.53153646,-0.602493565,1.209276769,NA,0.112747294,0.451718336,-0.606041334,-0.50582198,1.54869443,-0.27479618,1.00764215,-0.275092866,0.989697344,-0.810052795,-1.086581642,0.925283301,NA
AIMP1,-0.739109054,0.003918143,0.806714656,-0.517490587,0.133482945,1.207206778,0.409188479,0,-0.161225291,1.172502953,-0.59221022,-0.360122408,0.320946988,-0.996680046,-0.736406326,0.466539617,0.770825108,-0.528838211,-0.194337816,0.240545673,0.079179184,-1.875268198,0.16524161,-0.763378975,0.469837234
LMAN2,-0.63795669,-0.052284013,0.125476905,0.010445958,-0.685309395,0.32553648,-0.188266751,-0.11506631,-0.062325057,0.261481854,0.589700905,0.333589738,-0.684835121,-0.256186481,0.357645641,-0.133609434,0.468613403,0.488806675,-0.171390045,-0.068546546,0.699179442,0.661755563,0.06501919,0.641618664,0.686540512
TRAP1,0.399251748,0.259821199,0.427858614,0.299246405,0.1672213,-0.756457077,0.52056342,-0.06315712,0.070660821,0.557849895,0.267366111,-0.328661183,-0.316456849,0.013816814,0.088336041,-0.043117042,-0.318060518,0.193898069,-0.004701943,-0.330400966,-0.255627256,0.191426717,-0.069748757,-0.536793202,-0.327835782
TRAF2,NA,0.202678973,NA,0.836072277,-2.473386754,-0.215434638,-0.24997855,0.202831898,-0.838581039,0.593464316,0.784329569,NA,0.456137974,0.766706853,-0.394350556,-0.778598693,-0.853748656,-0.496464631,0.886979768,0.603303146,0.385245013,0.772128227,0.07013406,0.248492151,-1.800211729
ECH1,0.534614664,0.583411701,0.030953536,0.145955296,0.189271563,-0.244561409,-0.193708749,-0.18480051,0.189355724,-0.199434062,-0.705992336,-0.12812362,-0.734063651,0.280061238,0.203943776,-0.108430688,-0.926468892,-0.281074294,-0.088498396,-0.150718217,0.381490442,-0.067889929,0.552937491,-0.288660908,0.572918819
GPS1,-1.023539378,-0.31074058,-0.76316582,0.102497869,-0.208415699,-0.957429569,-0.764097529,-0.186543882,0.022269731,-0.266544066,-0.226758929,-0.001675352,0.237858382,-0.274220339,-0.062308997,-0.045389736,-0.1245794,-0.109760986,-0.06652475,0.010044092,-0.434551638,0.265736825,0.274303342,0.176155842,-0.839857128
MTAP,NA,-0.684315714,-1.204623978,-1.944778942,0.618071591,NA,0.699509857,-0.499788626,0.385283659,NA,-0.002039911,-0.452506526,1.372991634,-0.86180828,-0.539546896,-0.27649274,0.423312526,0.319737456,1.408060206,0.009995279,0.679998334,-2.029531566,0.167210092,-0.894972185,-1.367636188
CALCOCO2,NA,-0.330576458,NA,-0.842231395,-1.082537841,-2.370545185,0.268587928,-1.211157256,0.427982171,NA,-1.614577691,0.810367051,-0.517807621,-0.361925054,0.875999756,-0.077603989,0.915066989,0.517109535,0.114895825,0.476687494,-0.264771348,0.574574987,0.217625222,1.300331814,0.174661786
PAK1,-1.320150361,-0.699577389,0.936797305,0.480943509,0.203861871,NA,-0.153756212,-0.108470003,0.126067983,-1.458199891,-0.175497056,0.262968383,-0.425544144,0.330951438,-0.719467376,0.166772062,-0.100034149,0.881007629,-0.700105543,0.298795039,0.386783885,0.53355795,-0.090792718,-0.036094336,-0.421423652
PRDX4,0.673847079,0.200386595,1.594737642,-0.971249234,NA,1.837052462,-0.073788151,0.024784724,-0.02650077,0.68735033,-0.981885297,-0.069957935,1.010299466,0.654609564,-0.181533127,-0.342290835,1.626476504,0.070988875,2.050296466,-0.089916812,-0.43136469,0.517297347,-0.58202499,1.415983441,0.71085896
PAK2,0.258171653,0,-0.818215758,-0.36333796,0.169960104,0.375308734,-0.04784371,-0.077842734,-0.046185126,-0.248410197,-0.212259686,-0.35823459,-0.530816835,0.484490429,-0.020642858,-0.114760602,-0.027438538,0.198312463,-0.044766676,-0.024445568,-0.192321275,-0.117050535,0.068284822,0.137672515,0.433986706
CBX3,-0.04989317,-1.820086397,-0.597552936,0,1.445977727,NA,-0.199339598,1.703548264,1.285193822,NA,0.601343243,-0.088263089,1.243562728,NA,-1.521803363,-1.643757996,-0.576961356,-0.713596662,0.614903101,-0.144410719,NA,NA,-1.26850285,-0.065352286,-1.366019975
PSMD2,0.26788392,0.525656841,0.264166736,0.078424673,0.324946901,-0.523465245,0.167673009,0.348321636,0.145186037,-0.034659099,-0.001294445,0.565151899,-0.134389678,-0.324940705,0.082586497,-0.248489987,-0.089558343,-0.212071728,-0.178282172,-0.765240176,-0.259124203,-0.207675746,-0.013812702,0.318011522,-0.222673399
